# Converted from eigencrow/IBMTTSDictionaries US-English files.
# Source data is CC0-1.0. Columns: spelling, kind, priority:value.
agalisiga	phonetic	fallback:AXg'AAlIYs"IYg
agalloch	phonetic	fallback:'AEgAXl"AAk
agallop	phonetic	fallback:AXg'AElAXp
agamemnon	phonetic	fallback:"AEgAXm'EHmn"AAn
agamete	phonetic	fallback:"EYg'AEm"IYt
agamic	phonetic	fallback:"EYg'AEmIXk
agammaglobulinaemia	phonetic	fallback:"EYg"AEmAXgl"AAbyAXlIXn'IYmIYAX
agammaglobulinemia	phonetic	fallback:"EYg"AEmAXgl"AAbyAXlIXn'IYmIYAX
agammaglobulinemic	phonetic	fallback:"EYg"AEmAXgl"AAbyAXlIXn'IYmIXk
agamogeneses	phonetic	fallback:EYg"AEmAXdZH'EHnIXsIYz
agamogenesis	phonetic	fallback:EYg"AEmAXdZH'EHnIXsIXs
agamogenetic	phonetic	fallback:EYg"AEmAXdZHIXn'EHDXIXk
agamogony	phonetic	fallback:"EYgAXm'AAgAXnIY
agamomermis	phonetic	fallback:"EYg"AEmAXm'ERmIXs
agamont	phonetic	fallback:"EYg'AEm"AAnt
agamospecies	phonetic	fallback:"EYNG'AEmAXsp"IYSHIYz
agamospermous	phonetic	fallback:"EYg"AEmAXsp'ERmAXs
agamospermy	phonetic	fallback:"EYg'AEmAXsp"ERmIY
aganglionic	phonetic	fallback:"EYg"AENGglIY'AAnIXk
agarbatti	phonetic	fallback:"AEgERb'AADXIY
agaricaceae	phonetic	fallback:AXg"EYrIXk'EYsIYIY
agariciform	phonetic	fallback:"AEgAXr'IHSHIXf"AArm
agarophyte	phonetic	fallback:'AEgAXrAXf"AYt
agarose	phonetic	fallback:'AEgAXr"OWs
agarwal	phonetic	fallback:'AHgERw"AAl
agarwood	phonetic	fallback:'AEgERw"UHd
agassiz	phonetic	fallback:'AEgAXsIY
agastric	phonetic	fallback:"EYg'AEstrIXk
agathe	phonetic	fallback:AXg'AAt
agathism	phonetic	fallback:'AEgAXTH"IHzAXm
agathist	phonetic	fallback:'AEgAXTHIXst
agathodemon	phonetic	fallback:"AEgAXTHAXd'IYmIXn
agathodemonic	phonetic	fallback:"AEgAXTHAXdIXm'AAnIXk
agathokakological	phonetic	fallback:"AEgAXTH"OWk"AEkAXl'AAdZHIXkAXl
agathopoietic	phonetic	fallback:"AEgAXTHAXp"OY'EHDXIXk
agatiform	phonetic	fallback:'AEgAXDXIXf"AArm
agave	phonetic	fallback:AXg'AAvIY
agbaje	phonetic	fallback:"EHgb'AEdZH"EY
agbero	phonetic	fallback:'AEgbAXrOW
agchylostoma	phonetic	fallback:"AEgkIXl'AAstAXmAX
agee	phonetic	fallback:'EYdZHIY
agelast	phonetic	fallback:'AEdZHIXl"AEst
agender	phonetic	fallback:"EYdZH'EHndER
agene	phonetic	fallback:'EYdZHIXn
ageneses	phonetic	fallback:"EYdZH'EHnIXsIYz
agenesic	phonetic	fallback:"EYdZHIXn'IYsIXk
agenesis	phonetic	fallback:"EYdZH'EHnIXsIXs
agenetic	phonetic	fallback:"EYdZHIXn'EHDXIXk
agenitalism	phonetic	fallback:"EYdZH'EHnIXDXAXl"IHzAXm
agenization	phonetic	fallback:"EYdZHIXnIXz'EYSHIXn
agenize	phonetic	fallback:'EYdZHIXn"AYz
agennesia	phonetic	fallback:"EYdZHIXn'IYZHAX
agente	phonetic	fallback:"AAZH'AAnt
agentforce	phonetic	fallback:'EYdZHIXntf"AArs
agential	phonetic	fallback:"EYdZH'EHnSHAXl
agentially	phonetic	fallback:"EYdZH'EHnSHAXlIY
agentive	phonetic	fallback:'EYdZHIXntIXv
agentivity	phonetic	fallback:"EYdZHIXnt'IHvIXDXIY
ageometric	phonetic	fallback:"EYdZH"IYAXm'EHtrIXk
ageostrophic	phonetic	fallback:"EYdZH"IYAXstr'AAfIXk
ageratum	phonetic	fallback:"AEdZHAXr'EYDXAXm
agesilaus	phonetic	fallback:"AEdZHAXsIXl'EYAXs
agesplain	phonetic	fallback:'EYdZHspl"EYn
agetech	phonetic	fallback:'EYdZHt"EHk
ageusia	phonetic	fallback:AXg'UWZHAX
ageusic	phonetic	fallback:AXg'UWzIXk
agey	phonetic	fallback:'EYdZHIY
aggiornamento	phonetic	fallback:AXdZH"AArnAXm'EHntOW
agglutinogen	phonetic	fallback:AXgl"UWt'IHnAXdZHIXn
agglutinogenic	phonetic	fallback:AXgl"UWtIXnAXdZH'EHnIXk
agglutinophore	phonetic	fallback:AXgl'UWtIXnAXf"AAr
agglutinoscope	phonetic	fallback:AXgl'UWtIXnAXsk"OWp
aggrade	phonetic	fallback:AXgr'EYd
aggrandisation	phonetic	fallback:AXgr"AEndIXz'EYSHAXn
aggrandise	phonetic	fallback:AXgr'AEnd"AYz
aggrandization	phonetic	fallback:AXgr"AEndIXz'EYSHAXn
aggrandize	phonetic	fallback:AXgr'AEnd"AYz
aggrandizement	phonetic	fallback:AXgr'AEndIXzmIXnt
aggregometer	phonetic	fallback:"AEgrIXg'AAmIXDXER
aggregometers	phonetic	fallback:"AEgrIXg'AAmIXDXERz
aggressivity	phonetic	fallback:"AEgr"EHs'IHvIXDXIY
aggroup	phonetic	fallback:AXgr'UWp
AGI	text	override:ay jee igh
agilely	phonetic	fallback:'AEdZHAXlIY
agin	phonetic	fallback:AXg'IHn
agincourt	phonetic	fallback:'AEdZHIXnk"AArt
agio	phonetic	fallback:'AEdZHIYOW
agiotage	phonetic	fallback:'AEdZHIXDXIXdZH
agism	phonetic	fallback:'EYdZH"IHzAXm
agit	phonetic	fallback:'AEdZHIXt
agita	phonetic	fallback:'AEdZHIXDXAX
agitans	phonetic	fallback:'AEdZHIXt"AEnz
agitatorial	phonetic	fallback:"AEdZHIXDXAXt'AArIYAXl
agitatrix	phonetic	fallback:"AEdZHIXt'EYtr"IHks
agitophasia	phonetic	fallback:"AEdZHIXDXOWf'EYZHAX
agitprop	phonetic	fallback:'AEdZHIXtpr"AAp
AGL	text	override:ay jee ell
aglaia	phonetic	fallback:AXgl'EYAX
aglaophotis	phonetic	fallback:"AEgl"EYAXf'OWDXIXs
agley	phonetic	fallback:AXgl'IY
aglianico	phonetic	fallback:"AEly'AAnIXkOW
aglist	phonetic	fallback:AXgl'IHst
aglisten	phonetic	fallback:AXgl'IHsIXn
aglomerular	phonetic	fallback:"EYglAXm'EYrIXlER
aglossal	phonetic	fallback:"EYgl'AAsAXl
aglossia	phonetic	fallback:AXgl'AAsIYAX
aglucon	phonetic	fallback:AXgl'UWk"AAn
aglucone	phonetic	fallback:AXgl'UWk"OWn
aglutition	phonetic	fallback:"AEglUWt'IHSHIXn
aglycon	phonetic	fallback:AXgl'AYk"AAn
aglycone	phonetic	fallback:AXgl'AYk"OWn
aglyphous	phonetic	fallback:"EYgl'IHfAXs
agnail	phonetic	fallback:'AEgn"EYl
agnate	phonetic	fallback:'AEgn"EYt
agnathus	phonetic	fallback:"AEgn'EYTHAXs
agnean	phonetic	fallback:"AEgn'IYIXn
agnelli	phonetic	fallback:"AEny'EHlIY
agnetha	phonetic	fallback:"AAny'EHtAX
agnew	phonetic	fallback:'AEgn"UW
agni	phonetic	fallback:'AEgnIY
agnize	phonetic	fallback:"AEgn'AYz
agnodice	phonetic	fallback:AXgn'AADXIXs
agnoetes	phonetic	fallback:'AEgnOW"IYts
agnoetism	phonetic	fallback:'AEgnOW"IYt"IHzAXm
agnolotti	phonetic	fallback:"AEnyAXl'AADXIY
agnomen	phonetic	fallback:"AEgn'OWmIXn
agnomina	phonetic	fallback:"AEgn'AAmIXnAX
agojie	phonetic	fallback:AAg'OWdZHAX
agon	phonetic	fallback:'AEg"AAn
agonadal	phonetic	fallback:"EYgOWn'AEDXAXl
agonarch	phonetic	fallback:'AEgAXn"AArk
agones	phonetic	fallback:AXg'OWnIYz
agonise	phonetic	fallback:'AEgAXn"AYz
agonism	phonetic	fallback:'AEgAXn"IHzAXm
agonist	phonetic	fallback:'AEgAXnIXst
agonistes	phonetic	fallback:"AEgAXn'IHstIYz
agonistic	phonetic	fallback:"AEgAXn'IHstIXk
agonize	phonetic	fallback:'AEgAXn"AYz
agora	phonetic	fallback:'AEgAXrAX
agoraphobe	phonetic	fallback:'AEgAXrAXf"OWb
agoraphobia	phonetic	fallback:"AEgAXrAXf'OWbIYAX
agoraphobiac	phonetic	fallback:"AEgAXrAXf'OWbIY"AEk
agoraphobic	phonetic	fallback:"AEgAXrAXf'OWbIXk
agouti	phonetic	fallback:AXg'UWDXIY
agoutis	phonetic	fallback:AXg'UWDXIYz
agrafe	phonetic	fallback:AXgr'AEf
agrammatical	phonetic	fallback:"EYgrAXm'AEDXIXkAXl
agrammatist	phonetic	fallback:AXgr'AEmAXDXIXst
agranulocyte	phonetic	fallback:"EYgr'AEnyIXlAXs"AYt
agranulocytic	phonetic	fallback:"EYgr"AEnyIXlAXs'IHDXIXk
agranulocytoses	phonetic	fallback:"EYgr"AEnyIXlAXsAYt'OWsIYz
agranulocytosis	phonetic	fallback:"EYgr"AEnyIXlAXsAYt'OWsIXs
agrapha	phonetic	fallback:'AEgrAXfAX
agraphia	phonetic	fallback:"EYgr'AEfIYAX
agraphic	phonetic	fallback:"EYgr'AEfIXk
agrawal	phonetic	fallback:'AAgrAXw"AAl
agreer	phonetic	fallback:AXgr'IYr
agrestal	phonetic	fallback:AXgr'EHstAXl
agri	phonetic	fallback:'AEgrIY
Agri-Food	phonetic	override:'AEgrIXf"UWd
agribiz	phonetic	fallback:'AEgrIXb"IHz
agribusiness	phonetic	fallback:'AEgrAXb"IHznIXs
agriculturer	phonetic	fallback:"AEgrIXk'AHltSHERER
agriculturist	phonetic	fallback:"AEgrIXk'AHltSHERIXst
agrifood	phonetic	fallback:'AEgrIXf"UWd
agrimensorial	phonetic	fallback:"AEgrIXmEHns'AArIYAXl
agrimotor	phonetic	fallback:'AEgrIXm"OWDXER
agriologic	phonetic	fallback:"AEgrIYAXl'AAdZHIXk
agriotype	phonetic	fallback:'AEgrIYAXt"AYp
agripower	phonetic	fallback:'AEgrIXp"AWER
agrippina	phonetic	fallback:"AEgrIXp'AYnAX
agriproduct	phonetic	fallback:'AEgrIXpr"AADXIXkt
agriscience	phonetic	fallback:'AEgrIXs"AYIXns
agriscientist	phonetic	fallback:"AEgrIXs'AYIXntIXst
agritech	phonetic	fallback:'AEgrIXt"EHk
agritourism	phonetic	fallback:"AEgrIXt'UWr"IHzAXm
agritourist	phonetic	fallback:"AEgrIXt'UWrIXst
agrivoltaic	phonetic	fallback:"AEgrIXvAXlt'EYIXk
agro	phonetic	fallback:'AEgrOW
agrobacteria	phonetic	fallback:"AEgrOWb"AEkt'IYrIYAX
agrobacterium	phonetic	fallback:"AEgrOWb"AEkt'IYrIYAXm
agrobiologic	phonetic	fallback:"AEgrOWb"AYAXl'AAdZHIXk
agrobiologist	phonetic	fallback:"AEgrOWbAY'AAlAXdZHIXst
agrobiology	phonetic	fallback:"AEgrOWbAY'AAlAXdZHIY
agrobusiness	phonetic	fallback:'AEgrOWb"IHznIXs
agrobusinessman	phonetic	fallback:"AEgrOWb'IHznIXsm"AEn
agrobusinessmen	phonetic	fallback:"AEgrOWb'IHznIXsm"EHn
agrochemistry	phonetic	fallback:"AEgrOWk'EHmIXstrIY
agroclimatic	phonetic	fallback:"AEgrOWkl"AYm'AEDXIXk
agroclimatological	phonetic	fallback:"AEgrOWkl"AYmAXDXAXl'AAdZHIXkAXl
agroclimatology	phonetic	fallback:"AEgrOWkl"AYmAXt'AAlAXdZHIY
agrodespotic	phonetic	fallback:"AEgrOWdIXsp'AADXIXk
agrodolce	phonetic	fallback:"AEgrAXd'OWltSHEY
agroecological	phonetic	fallback:"AEgrOWIXkAXl'AAdZHIXkAXl
agroecologist	phonetic	fallback:"AEgrOWIXk'AAlAXdZHIXst
agroecology	phonetic	fallback:"AEgrOWIXk'AAlAXdZHIY
agroecosystem	phonetic	fallback:"AEgrOW'IYkOWs"IHstAXm
agroecotype	phonetic	fallback:"AEgrOW'IYkAXt"AYp
agroforester	phonetic	fallback:"AEgrOWf'AArIXstER
agroforestry	phonetic	fallback:"AEgrOWf'AArIXstrIY
agrofuel	phonetic	fallback:"AEgrOWfy'UWAXl
agrogeologist	phonetic	fallback:"AEgrOWdZHIY'AAlAXdZHIXst
agrogeology	phonetic	fallback:"AEgrOWdZHIY'AAlAXdZHIY
agrogorod	phonetic	fallback:"AEgrAXg'AArAXd
agroindustrial	phonetic	fallback:"AEgrOWIXnd'AHstrIYAXl
agroliterate	phonetic	fallback:"AEgrAXl'IHDXAXrIXt
agromechanization	phonetic	fallback:"AEgrOWm"EHkAXnIXz'EYSHIXn
agrometeorologist	phonetic	fallback:"AEgrOWm"IYDXIYAXr'AAlAXdZHIXst
agrometeorology	phonetic	fallback:"AEgrOWm"IYDXIYAXr'AAlAXdZHIY
agromining	phonetic	fallback:'AEgrAXm"AYnIHNG
agromob	phonetic	fallback:'AEgrOWm"AAb
agromyzid	phonetic	fallback:"AEgrAXm'AYzIXd
agronome	phonetic	fallback:'AEgrAXn"OWm
agropyron	phonetic	fallback:"AEgrOWp'AYr"AAn
agrostis	phonetic	fallback:AXgr'AAstIXs
agrotechnician	phonetic	fallback:"AEgrOWt"EHkn'IHSHAXn
agrotechnologist	phonetic	fallback:"AEgrOWt"EHkn'AAlAXdZHIXst
agrotechnology	phonetic	fallback:"AEgrOWt"EHkn'AAlAXdZHIY
agrotechny	phonetic	fallback:'AEgrAXt"EHknIY
agrotourism	phonetic	fallback:"AEgrOWt'UWr"IHzAXm
agrégé	phonetic	fallback:"AAgrAXZH'EY
agrément	phonetic	fallback:"AAgrEYm'AAnt
agterryer	phonetic	fallback:'AEgtAXr"EYAXr
agterskot	phonetic	fallback:'AEgtERsk"AAt
agua	phonetic	fallback:'AAgwAX
aguacate	phonetic	fallback:"AAgwAXk'AADXIY
ague	phonetic	fallback:'EYgy"UW
aguero	phonetic	fallback:"AAgw'EYrOW
aguila	phonetic	fallback:'AAgwIXlAX
aguilar	phonetic	fallback:'AEgyIXl"AAr
aguirre	phonetic	fallback:AXg'IYrIY
agustin	phonetic	fallback:"AAgIXst'IYn
agyria	phonetic	fallback:"EYdZH'AYrIYAX
agüero	phonetic	fallback:"AAgUW'EYrOW
ahab	phonetic	fallback:'EYh"AEb
ahaz	phonetic	fallback:'EYh"AEz
ahdoot	phonetic	fallback:AXd'UWt
ahepa	phonetic	fallback:AXh'EHpAX
ahikam	phonetic	fallback:AXh'AYk"AEm
ahikar	phonetic	fallback:AXh'AYk"AAr
ahistoric	phonetic	fallback:"EYhIXst'AArIXk
ahistoricism	phonetic	fallback:"EYhIXst'AArIXs"IHzAXm
ahistoricity	phonetic	fallback:"EYh"IHstAXr'IHsIXDXIY
ahmadabad	phonetic	fallback:'AAhmAXDXAXb"AAd
ahmadinejad	phonetic	fallback:AAm"AAdIYnIXZH'AAd
ahmaud	phonetic	fallback:"AAm'AAd
ahmedabad	phonetic	fallback:'AAhmAXDXAXb"AAd
ahmir	phonetic	fallback:AXm'IYr
ahoi	phonetic	fallback:AXh'OY
ahriman	phonetic	fallback:'AArIXmIXn
ahuehuete	phonetic	fallback:"AEh"UWEHhUW'EHt"EY
ahvaz	phonetic	fallback:"AAv'AAz
ahwaz	phonetic	fallback:"AAw'AAz
Ai	text	override:ay igh
AIBA	text	override:ay igh bea ay
aichmophobe	phonetic	fallback:'EYkmAXf"OWb
aichmophobia	phonetic	fallback:"EYkmAXf'OWbIYAX
aichmophobic	phonetic	fallback:"EYkmAXf'OWbIXk
aidas	phonetic	fallback:'EYDXAXs
aidbot	phonetic	fallback:'EYdb"AAt
aiesha	phonetic	fallback:'AY"IYSHAH
AIFF	text	override:ay igh eff eff
aiguille	phonetic	fallback:"EYgw'IYl
aiguillette	phonetic	fallback:"EYgwIXl'EHt
aikido	phonetic	fallback:"AYk'IYDXOW
ailanthus	phonetic	fallback:"EYl'AEnTHAXs
aileron	phonetic	fallback:'EYlAXr"AAn
ailey	phonetic	fallback:'EYlIY
ailsa	phonetic	fallback:'EHlsAX
ailurophile	phonetic	fallback:"AYl'UWrAXf"AYl
ailurophilia	phonetic	fallback:AYl"UWrAXf'IHlIYAX
ailurophobe	phonetic	fallback:"AYl'UWrAXf"OWb
ailurophobia	phonetic	fallback:AYl"UWrAXf'OWbIYAX
ailurophobic	phonetic	fallback:AYl"UWrAXf'OWbIXk
aimbot	phonetic	fallback:'EYmb"AAt
ainus	phonetic	fallback:'AYnUWz
airbed	phonetic	fallback:'EYrb"EHd
airbnb	text	override:Air bea en bea
Airbnbs	text	override:Air BN BEES
airedale	phonetic	fallback:'EYrd"EYl
airlinese	phonetic	fallback:"EYrlAYn'IYz
airmega	phonetic	fallback:"EYrm'EHgAX
airol	phonetic	fallback:'EYr"AAl
airshed	phonetic	fallback:'EYrSH"EHd
airspy	phonetic	fallback:'EYrsp"AY
airtable	phonetic	fallback:'EYrt"EYbAXl
aisha	phonetic	fallback:'AA"IYSHAH
aisling	phonetic	fallback:'AESHlIHNG
aiwain	phonetic	fallback:'AYw"AYn
Aix-en-Provence	phonetic	override:"EYksAAnprAXv'AAns
aiyash	phonetic	fallback:'AY"AASH
aiyuk	phonetic	fallback:'AYy"UWk
aizenman	phonetic	fallback:'AYzIXnmIXn
aiúa	phonetic	fallback:"AY'UWAX
ajaccio	phonetic	fallback:"AAy'AAtSHOW
ajaria	phonetic	fallback:AXdZH'AArIYAX
ajarian	phonetic	fallback:AXdZH'AArIYIXn
ajay	phonetic	fallback:'AAdZHEY
ajayi	phonetic	fallback:AXdZH'AYIY
aji	phonetic	fallback:"AAh'IY
ajike	phonetic	fallback:'AEdZHIXkAX
ajit	phonetic	fallback:AXdZH'IYt
ajman	phonetic	fallback:AEdZHm'AAn
ajodhya	phonetic	fallback:AXy'OWdyAX
ajowan	phonetic	fallback:'AEdZHAXw"AAn
ajumma	phonetic	fallback:'AAdZHAXmAX
ajwain	phonetic	fallback:'AHdZHw"AYn
ají	phonetic	fallback:"AAh'IY
AK	text	override:ay keigh
aka	text	override:ay keigh ay
akaay	phonetic	fallback:AXk'AYEY
akalat	phonetic	fallback:AXk'AElAXt
akaryocyte	phonetic	fallback:"EYk'EYryAXs"AYt
akaryote	phonetic	fallback:"EYk'EYrIYOWt
akash	phonetic	fallback:AXk'AASH
akasha	phonetic	fallback:"AAk'AASHAX
akashic	phonetic	fallback:"AAk'AASHIXk
akathisia	phonetic	fallback:"AEkAXTH'IHzIYAX
akela	phonetic	fallback:AXk'IYlAX
akene	phonetic	fallback:"EYk'IYn
akhaia	phonetic	fallback:AXk'EYAX
akhenaten	phonetic	fallback:"AAkIXn'AAtIXn
akhenaton	phonetic	fallback:"AAkIXn'AAtIXn
akhtar	phonetic	fallback:'AEkt"AAr
akhund	phonetic	fallback:AXk'UWnd
akineses	phonetic	fallback:"EYkIXn'IYsIYz
akinesia	phonetic	fallback:"EYkIXn'IYZHAX
akinesic	phonetic	fallback:"EYkIXn'IYsIXk
akinesis	phonetic	fallback:"EYkIXn'IYsIXs
akinetic	phonetic	fallback:"EYkIXn'EHDXIXk
akiva	phonetic	fallback:AXk'IYvAX
AKK	text	override:ay keigh keigh
akkad	phonetic	fallback:'AEk"AEd
akkadogram	phonetic	fallback:AXk'AEDXAXgr"AEm
akleh	phonetic	fallback:'AAklEY
akpan	phonetic	fallback:'AAkp"AAn
akrochordite	phonetic	fallback:"AEkrAXk'AArd"AYt
aktiia	phonetic	fallback:'AEktIYAX
akumatization	phonetic	fallback:AXk"UWmAXDXIXz'EYSHIXn
akumatize	phonetic	fallback:AXk'UWmAXt"AYz
akunin	phonetic	fallback:AXk'UWnIXn
akunowicz	phonetic	fallback:AXk'AAnAXwIXts
akvavit	phonetic	fallback:'AAkwAXv"IYt
akwaeke	phonetic	fallback:AXkw'EYk"EY
alabaman	phonetic	fallback:"AElAXb'AEmIXn
alabamian	phonetic	fallback:"AElAXb'AEmIYIXn
alabamine	phonetic	fallback:"AElAXb'AEm"IYn
alachlor	phonetic	fallback:'AElAXkl"AAr
aladar	phonetic	fallback:'AAlAXd"AAr
alagaësia	phonetic	fallback:"AElAXg'EYzIYAX
alain	phonetic	fallback:AXl'AEn
alalam	phonetic	fallback:'AElAXl"AEm
alamak	phonetic	fallback:'AAlAXm"AAk
alamos	phonetic	fallback:'AElAXm"OWs
alamosaurus	phonetic	fallback:"AElAXmAXs'AArAXs
alanis	phonetic	fallback:AXl'AEnIXs
alaphilippe	phonetic	fallback:'AElAXfIXl"IYp
alar	phonetic	fallback:'EYlER
alarcón	phonetic	fallback:AXl'AArk"OWn
alarum	phonetic	fallback:AXl'AArAXm
alary	phonetic	fallback:'EYlAXrIY
alasdair	phonetic	fallback:'AElAXsdER
alaskaite	phonetic	fallback:AXl'AEskAX"AYt
alaskan	phonetic	fallback:AXl'AEskAXn
alaskite	phonetic	fallback:AXl'AEsk"AYt
alastor	phonetic	fallback:AXl'AEstER
alateen	phonetic	fallback:'AElAXt"IYn
alavés	phonetic	fallback:'AElAXv"EHz
alawi	phonetic	fallback:'AElAXwIY
alawis	phonetic	fallback:'AElAXwIYz
alawite	phonetic	fallback:'AElAXw"AYt
alazon	phonetic	fallback:'AElAXz"AAn
albacore	phonetic	fallback:'AElbAXk"AAr
albarn	phonetic	fallback:'AElb"AArn
albatraoz	phonetic	fallback:'AElbAXtr"AWs
albedometer	phonetic	fallback:"AElbAXd'AAmIXDXER
albeniz	phonetic	fallback:"AElb'EYnIYs
albertan	phonetic	fallback:"AElb'ERDXAXn
albertus	phonetic	fallback:AElb'ERDXAXs
albicans	phonetic	fallback:'AElbIXk"AEnz
albiceleste	phonetic	fallback:"AElb"IHsIXl'EHstEY
albigenses	phonetic	fallback:"AElbIXdZH'EHnsIYz
albigensian	phonetic	fallback:"AElbIXdZH'EHnsIYIXn
albinus	phonetic	fallback:AElb'AYnAXs
albomycin	phonetic	fallback:"AElbAXm'AYsIXn
albrecht	phonetic	fallback:'AElbr"EHkt
albucid	phonetic	fallback:"AElb'UWsIXd
albuginaceae	phonetic	fallback:"AElby"UWdZHIXn'EYsIYIY
albumen	phonetic	fallback:"AElby'UWmIXn
albumin	phonetic	fallback:"AElby'UWmIXn
albuminimeter	phonetic	fallback:"AElby"UWmIXn'IHmIXDXER
albuminometer	phonetic	fallback:"AElbyIXmIXn'AAmIXDXER
albuminose	phonetic	fallback:"AElby'UWmIXn"OWs
albumose	phonetic	fallback:'AElbyIXmOWs
albumosuria	phonetic	fallback:"AElby"UWmOWs'UWrIYAX
alburnous	phonetic	fallback:"AElb'ERnAXs
alburnum	phonetic	fallback:"AElb'ERnAXm
albéniz	phonetic	fallback:"AElb'EYnIYs
alcaeus	phonetic	fallback:AEls'IYAXs
alcalde	phonetic	fallback:"AElk'AAldIY
alcaligenes	phonetic	fallback:"AElkAXl'IHdZHIXn"IYz
alcamine	phonetic	fallback:'AElkAXm"IYn
alcamo	phonetic	fallback:'AElkAXmOW
alcapton	phonetic	fallback:"AElk'AEpt"AAn
alcaraz	phonetic	fallback:'AElkAXr"AEz
alcatel	phonetic	fallback:'AElkAXt"EHl
alcazar	phonetic	fallback:"AElk'AEzER
alcestis	phonetic	fallback:"AEls'EHstIXs
alcindor	phonetic	fallback:"AEls'IHnd"AAr
alcinous	phonetic	fallback:"AEls'IHnOWIXs
alclad	phonetic	fallback:'AElkl"AEd
alcmaeon	phonetic	fallback:"AElkm'IYIXn
alcmanian	phonetic	fallback:"AElkm'EYnIYIXn
alcmanic	phonetic	fallback:"AElkm'AEnIXk
alcmene	phonetic	fallback:"AElkm'IYnIY
alcoate	phonetic	fallback:'AElkOW"EYt
alcogel	phonetic	fallback:'AElkAXdZH"EHl
alcoholate	phonetic	fallback:'AElkAXh"AAl"EYt
alcoholia	phonetic	fallback:"AElkAXh'AAlIYAX
alcoholicity	phonetic	fallback:"AElkAXh"AAl'IHsIXDXIY
alcoholometer	phonetic	fallback:"AElkAXh"AAl'AAmIXDXER
alcoholometry	phonetic	fallback:"AElkAXh"AAl'AAmIXtrIY
alcoholophilia	phonetic	fallback:"AElkAXh"AAlAXf'IHlIYAX
alcoholyses	phonetic	fallback:"AElkAXh'AAlIXsIYz
alcoholysis	phonetic	fallback:"AElkAXh'AAlIXsIXs
alcohometer	phonetic	fallback:"AElkAXh'AAmIXDXER
alcometer	phonetic	fallback:"AElk'AAmIXDXER
alcoometer	phonetic	fallback:"AElkOW'AAmIXDXER
alcoometry	phonetic	fallback:"AElkOW'AAmIXtrIY
alcopop	phonetic	fallback:'AElkAXp"AAp
alcor	phonetic	fallback:"AElk'AAr
alcoran	phonetic	fallback:"AElkAXr'AAn
alcorn	phonetic	fallback:'AElk"AArn
alcott	phonetic	fallback:'AAlkIXt
alcuin	phonetic	fallback:'AElkwIXn
alcyone	phonetic	fallback:"AEls'AYIXnIY
aldabra	phonetic	fallback:"AAld'AAbrAX
aldean	phonetic	fallback:'AAld"IYn
aldehyde	phonetic	fallback:'AEldIXh"AYd
alden	phonetic	fallback:'AAldIXn
alderamin	phonetic	fallback:"AEld'EYrAXmIXn
alderliefest	phonetic	fallback:'AAldERlIYf"EHst
aldermancy	phonetic	fallback:'AAldERmIXnsIY
aldermaness	phonetic	fallback:'AAldERmAXnIXs
aldermanic	phonetic	fallback:"AAldERm'AEnIXk
aldermanry	phonetic	fallback:'AAldERmIXnrIY
aldermaston	phonetic	fallback:'AAldERm"AEstIXn
aldgate	phonetic	fallback:'AAldg"EYt
aldicarb	phonetic	fallback:'AEldIXk"AArb
aldohexose	phonetic	fallback:"AEldOWh'EHks"OWs
aldoketene	phonetic	fallback:"AEldOWk'IYt"IYn
aldol	phonetic	fallback:'AEld"AAl
aldolase	phonetic	fallback:'AEldAXl"EYs
aldolization	phonetic	fallback:"AEldAXlIXz'EYSHAXn
aldolize	phonetic	fallback:'AEldAXl"AYz
aldopentose	phonetic	fallback:"AEldOWp'EHnt"OWs
aldose	phonetic	fallback:'AEldOWs
aldoside	phonetic	fallback:'AEldAXs"AYd
aldosterone	phonetic	fallback:"AEld'AAstAXr"OWn
aldoxime	phonetic	fallback:"AEld'AAks"IYm
aldrich	phonetic	fallback:'AAldrIXtSH
aldrin	phonetic	fallback:'AAldrIXn
aldwych	phonetic	fallback:'AAldwIXtSH
aleatico	phonetic	fallback:"AAlIY'AEDXIXkOW
aleatoric	phonetic	fallback:"EYlIYIXt'AArIXk
aleatorism	phonetic	fallback:"EYlIYIXt'AAr"IHzAXm
aleatory	phonetic	fallback:'EYlIYIXt"AArIY
alebench	phonetic	fallback:'EYlb"EHntSH
alec	phonetic	fallback:'AElIXk
alecithal	phonetic	fallback:"EYl'EHsIXTHAXl
aleck	phonetic	fallback:'AElIXk
alectoromancy	phonetic	fallback:AXl'EHktrOWm"AEnsIY
alectromancy	phonetic	fallback:IXl'EHktrAXm"AEnsIY
alectryomancer	phonetic	fallback:AXl'EHktrIYOWm"AEnsER
alectryomancy	phonetic	fallback:AXl'EHktrIYOWm"AEnsIY
aledmys	phonetic	fallback:AXl'EHdmAXs
alee	phonetic	fallback:AXl'IY
alegría	phonetic	fallback:"AElIXgr'IYAX
aleichem	phonetic	fallback:AXl'EYkAXm
aleister	phonetic	fallback:'AElIXstER
aleixandre	phonetic	fallback:"AAlEHks'AAndrAX
alekhine	phonetic	fallback:'AElAXk"AYn
aleksander	phonetic	fallback:"AElIXgz'AEndER
aleksandr	phonetic	fallback:"AElIXkz'AEndER
alemmal	phonetic	fallback:"EYl'EHmAXl
alentejo	phonetic	fallback:"AElIXnt'EYZHOW
alepidote	phonetic	fallback:"EYl'EHpIXd"OWt
alerce	phonetic	fallback:AXl'EHrsAX
aleron	phonetic	fallback:'AElAXr"AAn
